1,7,130,16,0,3,2
6,6,131,16,0,2,4
6,7,131,16,0,3,2
4,10,130,2,0,3,2
4,9,130,1,0,3,4
4,10,130,1,0,3,4
4,10,130,1,0,3,4
4,10,130,6,0,3,4
4,10,130,3,0,3,2
4,10,130,2,0,3,4
4,10,130,2,0,3,2
1,9,130,6,0,0,2
6,10,130,8,0,1,2
1,10,130,16,0,1,2
5,8,130,10,0,2,2
6,7,130,16,0,2,2
2,10,130,16,0,3,4
2,10,130,14,0,3,4
5,10,130,1,0,3,4
6,10,130,2,0,3,4
6,10,130,2,0,3,4
2,10,130,11,0,3,4
2,10,130,11,0,3,4
1,8,131,14,0,1,4
6,9,131,8,0,1,3
4,9,131,10,0,1,2
1,8,131,16,0,0,2
1,9,130,16,0,1,2
6,10,131,8,0,1,2
6,10,131,8,0,1,2
1,10,130,11,0,2,2
1,8,130,16,0,3,2
1,8,130,16,0,3,2
1,9,130,16,0,3,2
6,7,130,16,0,4,2
6,6,130,16,0,4,2
6,7,130,16,0,4,2
6,7,130,16,0,3,2
6,8,130,16,0,3,2
1,10,130,16,0,2,2
1,9,130,13,0,3,4
1,9,130,13,0,3,4
1,10,130,8,0,3,2
6,8,130,16,0,3,2
6,7,130,16,0,3,2
6,9,130,16,0,4,4
1,10,130,16,0,2,2
2,9,130,4,0,5,3
2,9,130,4,0,5,3
2,10,130,0,0,5,2
6,10,130,0,0,5,2
6,10,130,2,0,4,4
2,9,130,2,0,5,4
4,10,130,4,0,2,2
4,9,130,6,0,2,4
4,9,130,2,0,2,2
1,8,130,16,0,1,4
1,8,130,16,0,1,4
1,9,130,16,0,0,2
1,10,130,16,0,0,2
1,8,130,16,0,1,2
1,7,130,16,0,1,2
1,7,130,16,0,1,2
1,9,130,14,0,3,2
1,9,130,14,0,3,2
1,9,130,14,0,3,2
1,10,130,11,0,3,2
1,9,130,16,0,3,2
6,10,130,4,0,4,4
5,9,130,10,0,3,2
6,7,130,13,0,3,2
6,9,130,16,0,5,2
5,9,130,8,0,3,2
6,9,130,4,0,3,2
6,10,130,14,0,3,2
2,9,130,11,0,4,2
6,9,130,8,0,4,2
6,10,130,10,0,3,2
6,10,130,16,0,3,2
6,8,130,16,0,4,2
6,8,130,16,0,4,4
1,10,129,16,0,4,4
6,8,130,16,0,4,2
1,10,130,16,0,3,2
1,10,130,16,0,3,4
1,10,130,16,0,3,4
6,10,130,5,0,3,2
6,10,130,5,0,3,3
6,8,130,16,0,4,2
1,6,130,16,0,5,2
1,7,130,16,0,5,2
6,6,130,16,0,6,2
6,8,130,16,0,4,2
6,8,130,16,0,5,4
6,8,130,16,0,5,4
1,9,130,16,0,4,4
6,8,130,16,0,5,4
1,8,130,16,0,5,2
6,9,130,16,0,6,4
6,9,130,16,0,5,2
1,10,130,16,0,5,2
6,10,130,16,0,4,4
6,9,130,5,0,5,4
6,9,130,5,0,5,4
1,7,130,16,0,5,2
1,6,130,16,0,5,2
1,8,130,16,0,4,4
1,10,130,16,0,4,4
1,10,130,16,0,4,4
6,10,130,16,0,4,2
1,5,130,16,0,5,4
6,8,130,16,0,3,4
6,9,130,16,0,3,4
1,8,130,16,0,3,2
6,4,130,16,0,5,2
5,8,130,5,0,4,2
1,10,130,2,0,4,4
5,10,130,2,0,4,3
1,6,130,14,0,6,4
1,6,130,14,0,6,4
6,9,130,13,0,5,2
1,10,130,8,0,4,4
1,10,130,8,0,4,4
1,5,130,16,0,6,2
1,6,130,16,0,5,4
1,6,130,16,0,3,2
1,7,130,16,0,3,4
1,7,130,16,0,3,4
6,9,130,11,0,3,2
6,9,130,11,0,3,2
1,8,130,16,0,3,4
1,5,130,16,0,4,2
6,6,130,16,0,4,2
6,6,130,16,0,4,2
1,7,130,16,0,3,2
2,7,130,16,0,3,2
2,9,130,6,0,3,4
6,6,130,16,0,5,2
2,9,130,16,0,4,2
6,10,130,16,0,5,2
6,10,130,16,0,5,2
6,10,130,16,0,5,2
6,9,130,16,0,5,2
1,9,130,16,0,5,2
6,8,130,16,0,5,4
6,8,130,16,0,5,4
6,10,130,11,0,5,2
6,6,130,16,0,8,4
6,6,130,16,0,8,4
1,9,130,14,0,5,2
6,5,130,16,0,7,2
1,8,130,16,0,6,4
1,8,130,16,0,6,4
1,4,130,16,0,9,4
6,8,130,16,0,6,3
6,8,130,16,0,6,3
6,10,130,14,0,7,2
6,9,130,11,0,6,3
1,9,130,16,0,6,2
1,9,130,16,0,6,2
6,8,130,16,0,7,3
6,8,130,16,0,7,2
1,7,130,16,0,7,3
1,7,130,16,0,8,4
1,8,130,16,0,6,2
1,9,130,16,0,6,2
1,10,130,16,0,6,2
6,6,130,16,0,8,2
1,6,130,16,0,7,2
1,6,130,16,0,8,2
1,5,130,16,0,8,2
1,9,130,16,0,7,4
6,7,130,16,0,5,2
2,10,130,4,0,5,2
2,10,130,11,0,5,4
6,10,130,16,0,6,2
6,10,130,16,0,5,2
6,7,130,16,0,6,2
6,10,130,16,0,5,2
6,10,130,16,0,6,4
2,9,130,8,0,6,2
6,10,130,16,0,5,4
6,10,130,16,0,5,4
1,9,130,16,0,5,4
1,9,130,16,0,5,4
6,7,130,16,0,7,2
1,7,130,16,0,7,3
6,7,130,16,0,6,2
6,5,130,16,0,7,2
1,9,130,16,0,6,4
1,9,130,16,0,6,2
1,10,130,16,0,5,2
1,8,130,16,0,6,4
1,5,130,16,0,8,2
1,5,130,16,0,8,2
1,5,130,16,0,6,2
6,8,130,16,0,5,4
1,9,130,16,0,6,2
6,8,130,16,0,5,4
1,6,130,16,0,5,2
6,7,130,16,0,5,2
1,6,130,16,0,6,2
1,5,130,16,0,7,2
1,6,130,16,0,7,2
1,7,130,16,0,6,2
1,7,130,16,0,6,2
1,9,130,16,0,6,2
1,6,130,16,0,6,2
1,8,130,16,0,5,4
1,9,130,16,0,4,4
6,10,130,16,0,6,4
6,10,130,6,0,6,4
6,10,130,16,0,6,4
6,10,130,6,0,6,4
6,7,130,16,0,7,2
1,10,130,11,0,7,2
1,10,130,10,0,7,4
1,6,130,16,0,8,4
1,6,130,16,0,8,2
6,6,130,16,0,8,2
6,7,130,16,0,8,2
6,7,130,16,0,8,2
6,8,130,16,0,8,2
6,8,130,16,0,8,4
6,8,130,16,0,8,4
6,7,130,16,0,8,3
6,8,130,13,0,8,2
6,8,130,13,0,8,2
1,8,130,16,0,6,4
1,7,130,16,0,7,2
1,8,130,16,0,7,2
5,9,130,8,0,8,3
6,7,130,16,0,9,3
6,5,130,16,0,9,4
1,6,130,16,0,9,4
1,9,130,16,0,8,2
6,7,130,16,0,8,2
2,10,130,2,0,7,2
6,10,130,16,0,7,4
6,9,130,16,0,7,4
6,9,130,16,0,7,4
6,7,130,16,0,8,2
1,6,130,16,0,8,3
2,9,130,6,0,7,2
1,8,130,16,0,8,4
1,8,130,16,0,8,4
6,10,130,16,0,7,2
6,10,130,16,0,7,4
2,10,130,8,0,7,4
6,10,130,10,0,7,2
2,10,130,10,0,7,4
2,10,130,10,0,7,4
1,10,130,16,0,7,2
1,10,130,8,0,6,4
1,10,130,8,0,6,4
6,10,130,5,0,6,4
6,10,130,3,0,7,2
6,9,130,13,0,7,3
6,10,130,16,0,6,4
1,5,130,16,0,9,2
1,6,130,16,0,8,2
1,10,130,11,0,7,2
6,6,130,16,0,7,2
6,5,130,16,0,8,4
6,5,130,16,0,8,4
1,5,130,16,0,7,4
1,8,130,16,0,7,2
1,9,130,16,0,7,2
1,6,130,16,0,7,2
6,5,130,16,0,8,4
6,5,130,16,0,8,4
1,5,130,16,0,8,2
1,5,130,16,0,8,2
6,8,130,16,0,7,4
1,8,130,16,0,6,4
6,9,130,16,0,6,4
1,10,130,16,0,7,4
6,7,130,16,0,8,2
1,10,130,13,0,7,4
1,10,130,13,0,7,4
1,9,130,16,0,7,4
1,6,130,16,0,8,2
1,6,130,16,0,8,4
1,6,130,16,0,8,4
1,9,130,16,0,6,4
1,5,130,16,0,8,2
6,10,130,16,0,7,2
6,8,130,16,0,7,4
6,8,130,16,0,8,2
6,8,130,16,0,7,4
1,9,130,16,0,6,4
1,9,130,16,0,6,4
1,5,130,16,0,8,4
1,8,130,16,0,7,2
6,5,130,16,0,9,4
6,5,130,16,0,9,4
1,8,130,16,0,7,2
1,10,130,16,0,7,2
1,8,130,16,0,7,2
1,7,130,16,0,8,2
2,9,130,8,0,8,2
1,9,130,16,0,7,4
2,10,130,11,0,7,4
6,9,130,16,0,7,2
6,10,130,16,0,7,4
2,10,130,3,0,7,2
1,6,130,16,0,8,4
6,7,130,16,0,8,4
6,7,130,16,0,8,4
6,9,130,16,0,8,2
1,5,130,16,0,7,4
6,10,130,16,0,6,3
6,6,130,16,0,7,4
6,6,130,16,0,7,4
6,9,130,16,0,7,2
6,10,130,8,0,7,2
6,10,130,11,0,7,2
1,7,130,16,0,8,2
1,6,130,16,0,8,2
1,5,130,16,0,8,4
6,9,130,16,0,6,4
1,7,130,16,0,7,2
6,9,130,16,0,6,4
6,9,130,16,0,6,4
6,9,130,16,0,6,2
1,9,130,16,0,6,4
1,9,130,16,0,6,4
6,5,130,16,0,7,2
1,5,130,16,0,7,3
6,9,130,16,0,6,2
6,9,130,16,0,6,3
6,7,130,16,0,7,2
6,10,130,11,0,7,2
2,10,130,6,0,7,2
6,10,130,6,0,7,2
6,10,130,13,0,7,2
6,10,130,3,0,7,2
6,10,130,3,0,7,2
2,10,130,14,0,7,2
6,6,130,16,0,9,4
6,6,130,16,0,9,4
1,9,130,16,0,6,3
6,10,130,2,0,7,2
6,7,130,16,0,7,2
1,8,130,16,0,7,2
6,8,130,16,0,7,2
6,9,130,16,0,7,2
6,9,130,13,0,7,4
1,8,130,16,0,8,4
6,5,130,11,0,8,4
6,5,130,11,0,8,4
1,6,130,16,0,7,3
6,6,130,16,0,8,3
6,6,130,16,0,8,3
1,7,130,16,0,7,4
1,8,130,16,0,7,4
1,6,130,16,0,8,2
6,10,130,16,0,7,4
1,8,130,16,0,7,4
1,8,130,16,0,7,4
6,6,130,16,0,8,2
1,8,130,16,0,7,2
5,10,130,16,0,6,4
1,9,130,16,0,7,2
1,6,130,16,0,9,3
2,10,130,10,0,7,2
6,8,130,11,0,8,2
1,10,130,6,0,7,4
1,8,130,16,0,8,4
1,8,130,16,0,8,3
6,9,130,16,0,7,4
6,9,130,16,0,7,4
6,10,130,16,0,7,2
1,7,130,16,0,8,3
1,7,130,16,0,8,3
6,7,130,16,0,8,2
1,5,130,16,0,8,4
1,5,130,16,0,8,4
6,6,130,16,0,8,2
2,10,130,4,0,7,2
6,10,130,10,0,7,2
2,10,130,10,0,7,2
6,9,130,16,0,7,2
2,10,130,10,0,7,2
6,10,130,16,0,7,2
6,8,130,16,0,8,2
6,7,130,16,0,8,4
6,7,130,16,0,8,4
1,8,130,16,0,7,4
5,8,130,6,0,8,2
1,6,130,16,0,8,4
2,10,130,11,0,7,2
6,9,130,8,0,7,4
6,5,130,16,0,8,2
6,6,130,16,0,8,3
6,6,130,16,0,8,3
4,8,130,10,0,3,4
1,7,130,16,0,3,2
6,8,130,16,0,3,2
6,8,130,16,0,3,2
1,5,130,16,0,4,3
1,9,130,16,0,3,2
1,7,130,16,0,4,2
6,6,130,16,0,4,2
1,6,130,16,0,4,2
6,7,130,16,0,4,2
6,7,130,16,0,4,2
6,7,130,16,0,4,2
6,5,130,16,0,5,2
6,6,130,16,0,4,2
6,9,130,16,0,5,4
6,9,130,16,0,5,4
6,9,130,16,0,4,3
6,10,130,13,0,4,4
1,7,130,16,0,2,2
1,6,130,16,0,2,2
1,7,130,16,0,2,3
1,4,130,16,0,4,2
6,4,130,16,0,4,2
1,4,130,16,0,4,2
6,7,130,16,0,3,4
1,10,130,16,0,3,2
6,9,130,16,0,3,2
1,8,130,16,0,3,3
6,9,130,16,0,3,4
6,9,130,16,0,3,4
2,8,130,13,0,5,2
1,8,130,16,0,3,2
1,8,130,16,0,3,2
1,8,130,16,0,3,2
1,6,130,16,0,4,4
1,7,130,16,0,3,2
1,8,130,16,0,3,3
1,7,130,16,0,3,4
1,7,130,16,0,3,2
1,7,130,16,0,3,2
1,9,130,16,0,3,4
1,4,130,16,0,5,4
1,7,130,16,0,4,2
1,3,130,16,0,6,4
1,3,130,16,0,8,3
1,3,130,16,0,8,3
1,7,130,11,0,6,2
1,7,130,11,0,6,2
1,3,130,16,0,8,2
1,3,130,16,0,8,2
1,7,130,16,0,5,2
1,8,130,16,0,5,2
1,5,130,16,0,5,4
1,5,130,16,0,6,4
2,6,130,16,0,6,2
2,9,130,16,0,6,2
2,9,130,16,0,6,4
6,10,130,13,0,5,2
6,9,130,13,0,5,2
6,8,130,16,0,6,4
1,7,130,14,0,5,2
1,7,130,14,0,5,4
1,7,130,14,0,5,2
6,9,130,16,0,6,2
2,7,130,16,0,7,4
1,4,130,16,0,6,4
1,4,130,16,0,6,4
6,10,130,3,0,6,2
6,10,130,2,0,6,2
6,9,130,16,0,5,2
6,10,130,4,0,6,2
6,10,130,4,0,6,2
5,9,130,4,0,5,3
5,9,130,4,0,5,3
6,10,130,6,0,5,2
6,9,130,13,0,5,2
6,9,130,13,0,5,2
6,7,130,16,0,5,2
6,9,130,16,0,5,2
6,10,130,8,0,5,2
6,8,130,16,0,5,4
6,8,130,16,0,5,4
6,9,130,16,0,5,2
2,8,130,10,0,5,2
6,7,130,16,0,6,2
2,8,130,11,0,5,2
1,10,130,16,0,4,3
6,9,130,11,0,5,2
2,8,130,14,0,5,2
6,8,130,16,0,6,2
6,8,130,16,0,6,2
2,10,130,13,0,5,2
2,9,130,14,0,5,2
6,8,130,16,0,5,4
6,8,130,16,0,5,4
6,10,130,11,0,5,2
6,9,130,11,0,6,2
6,7,130,16,0,7,4
6,7,130,16,0,7,4
6,8,130,16,0,6,3
5,10,130,0,0,5,4
5,10,130,0,0,5,4
6,10,130,16,0,6,2
1,10,130,16,0,6,2
6,4,130,16,0,6,2
1,4,130,16,0,6,2
6,9,130,16,0,5,2
2,9,130,10,0,5,2
2,8,130,16,0,5,4
6,8,130,16,0,5,4
6,8,130,16,0,5,4
6,7,130,16,0,5,2
6,6,130,16,0,6,2
6,8,130,14,0,5,2
1,6,130,16,0,5,2
1,7,130,16,0,5,2
6,5,130,16,0,6,3
1,4,130,16,0,7,2
1,10,130,16,0,5,4
1,7,130,16,0,5,3
1,9,130,16,0,5,2
2,6,130,16,0,6,2
6,10,130,16,0,6,2
2,10,130,6,0,5,4
2,10,130,2,0,5,4
1,9,130,16,0,5,3
1,10,130,11,0,5,2
1,6,130,16,0,6,2
1,4,130,16,0,7,2
1,5,130,16,0,7,2
1,5,130,16,0,7,4
6,4,130,16,0,7,2
6,4,130,16,0,7,2
6,4,130,16,0,7,2
1,5,130,16,0,7,2
6,5,130,16,0,7,4
6,5,130,16,0,7,4
6,5,130,16,0,7,4
1,6,130,16,0,6,2
1,6,130,16,0,6,2
1,6,130,16,0,7,2
1,7,130,16,0,6,4
1,7,130,16,0,6,4
1,6,130,14,0,7,2
6,4,130,16,0,8,4
2,9,130,16,0,7,2
1,9,130,16,0,7,2
1,9,130,16,0,6,4
1,9,130,16,0,6,4
1,10,130,16,0,6,2
6,7,130,16,0,8,2
1,6,130,16,0,8,3
6,6,130,16,0,8,2
6,8,130,14,0,7,4
1,10,130,10,0,6,4
1,10,130,13,0,6,4
6,5,130,16,0,8,2
6,5,130,16,0,8,2
6,8,130,16,0,7,2
1,8,130,13,0,7,2
6,7,130,16,0,7,2
1,7,130,14,0,7,2
1,8,130,16,0,7,2
1,5,130,16,0,7,2
6,10,130,14,0,6,2
6,9,130,11,0,7,2
1,2,130,16,0,8,2
1,4,130,16,0,8,2
2,10,130,8,0,7,2
2,10,130,6,0,7,2
6,8,130,16,0,6,2
1,8,130,16,0,5,4
6,5,130,16,0,6,2
1,5,130,16,0,6,2
6,4,130,16,0,7,4
6,6,130,16,0,6,4
6,6,130,16,0,6,4
6,6,130,16,0,6,4
1,5,130,16,0,7,2
1,5,130,16,0,7,2
1,4,129,16,0,8,4
1,4,129,16,0,8,4
1,5,130,16,0,7,2
1,4,130,16,0,8,4
6,5,130,16,0,8,3
1,6,130,16,0,7,4
6,9,130,16,0,3,4
6,9,130,16,0,2,2
6,6,130,16,0,4,4
1,6,130,16,0,2,4
1,6,130,16,0,2,4
6,7,130,16,0,2,2
6,7,130,16,0,2,2
1,10,130,14,0,2,2
1,10,130,8,0,2,2
6,9,130,13,0,4,2
6,6,130,16,0,3,4
1,5,130,16,0,5,4
1,5,130,16,0,5,4
1,5,130,16,0,5,4
6,9,130,16,0,3,4
1,3,130,16,0,5,2
1,4,130,16,0,4,2
6,6,130,16,0,3,2
6,5,130,16,0,3,2
1,5,130,16,0,4,2
6,6,130,16,0,3,4
1,7,130,16,0,3,2
5,10,130,0,0,4,4
5,10,130,0,0,4,2
5,10,130,0,0,4,2
6,5,130,16,0,5,2
6,9,130,8,0,5,4
6,9,130,8,0,5,4
6,9,130,6,0,5,3
6,10,130,6,0,5,2
1,4,130,16,0,6,2
6,6,130,16,0,6,4
6,7,130,16,0,6,4
2,10,130,8,0,5,4
2,10,130,8,0,5,4
6,10,130,8,0,5,4
6,10,130,8,0,5,4
6,10,130,5,0,5,3
2,10,130,1,0,5,2
2,10,130,3,0,5,3
6,10,130,14,0,5,2
6,5,130,16,0,4,2
6,5,130,16,0,4,2
2,10,130,11,0,4,4
6,10,130,16,0,4,2
6,6,130,16,0,5,4
6,9,130,16,0,4,4
6,9,130,16,0,4,4
6,10,130,4,0,4,4
2,10,130,6,0,5,2
1,9,130,16,0,2,4
6,9,130,16,0,2,4
1,4,131,16,0,3,2
6,6,130,16,0,2,4
6,5,130,16,0,4,2
1,7,130,16,0,2,2
1,8,130,16,0,2,2
1,6,130,16,0,3,2
1,6,130,16,0,3,2
6,5,130,16,0,3,2
6,5,130,16,0,3,3
6,8,130,16,0,3,2
6,10,130,2,0,4,2
2,10,130,3,0,3,3
2,10,130,0,0,4,2
6,7,130,16,0,4,4
6,10,130,13,0,3,4
6,10,130,13,0,3,4
6,10,130,13,0,3,4
6,10,130,13,0,3,4
2,9,130,10,0,4,2
2,10,130,13,0,4,2
2,9,130,16,0,5,4
1,6,130,16,0,5,2
1,9,131,16,0,2,2
6,4,130,16,0,5,4
6,4,130,16,0,5,4
6,9,130,16,0,6,4
6,6,130,16,0,6,2
6,6,130,16,0,6,2
2,10,130,10,0,5,4
2,10,130,16,0,5,4
2,10,130,10,0,6,4
2,10,130,6,0,5,2
6,10,130,16,0,4,2
6,10,130,8,0,4,2
2,10,130,2,0,5,4
6,10,130,16,0,5,2
1,7,130,16,0,5,2
6,10,130,16,0,4,3
6,8,130,16,0,4,3
2,6,130,16,0,6,2
1,5,130,16,0,6,4
2,10,130,4,0,5,2
2,10,130,6,0,5,2
1,5,130,16,0,6,4
6,4,130,16,0,6,2
1,5,130,16,0,7,2
1,6,130,16,0,5,3
1,8,130,16,0,5,4
1,7,130,16,0,6,4
1,4,130,16,0,6,2
1,3,130,16,0,7,2
1,9,130,16,0,5,2
6,10,130,16,0,6,4
6,10,130,14,0,6,3
6,10,130,14,0,6,3
1,7,130,16,0,6,2
1,6,130,16,0,5,4
6,7,130,16,0,7,2
6,7,130,16,0,7,2
6,7,130,16,0,7,2
1,8,130,16,0,5,2
1,8,130,16,0,5,4
1,8,130,16,0,5,2
1,8,130,16,0,5,2
1,8,130,16,0,5,4
1,8,130,16,0,5,3
6,7,130,16,0,6,2
6,5,130,16,0,6,4
2,6,130,16,0,6,4
1,5,130,16,0,7,4
1,5,130,16,0,7,4
6,8,130,16,0,7,2
1,8,130,16,0,4,3
1,6,130,16,0,5,4
2,9,130,11,0,5,2
2,9,130,16,0,5,2
1,6,130,16,0,4,2
2,10,130,13,0,5,4
2,10,130,13,0,5,4
2,10,130,10,0,5,2
2,10,130,3,0,5,3
2,10,130,3,0,5,3
6,10,130,16,0,5,2
6,10,130,16,0,5,2
6,10,130,16,0,5,2
6,8,130,16,0,5,2
6,8,130,16,0,5,2
6,7,130,16,0,5,4
6,7,130,16,0,5,4
6,7,130,16,0,5,4
6,6,130,16,0,7,4
6,6,130,16,0,7,4
6,7,130,16,0,5,4
6,7,130,16,0,7,2
6,7,130,16,0,7,2
6,6,130,16,0,7,2
1,9,130,6,0,5,4
1,9,130,6,0,5,4
1,9,130,16,0,6,4
1,8,130,16,0,5,2
6,3,130,16,0,6,2
1,6,130,16,0,5,2
1,6,130,16,0,5,2
1,9,130,16,0,6,2
6,10,130,13,0,7,4
6,10,130,16,0,6,4
6,5,130,16,0,6,4
6,7,130,16,0,6,2
1,7,130,16,0,6,2
1,5,130,16,0,7,2
6,9,130,13,0,6,2
2,9,129,13,0,6,2
2,9,129,5,0,6,2
2,9,129,5,0,6,2
1,6,130,16,0,7,2
1,6,130,16,0,7,2
6,7,130,16,0,6,2
6,8,130,16,0,6,2
1,10,130,14,0,5,3
6,10,130,16,0,5,2
1,10,130,14,0,5,3
1,7,130,16,0,6,2
1,5,130,16,0,7,2
1,10,130,14,0,5,4
1,5,130,16,0,6,3
1,5,130,16,0,7,2
1,5,130,16,0,8,2
6,3,130,16,0,8,4
6,3,130,16,0,8,4
1,4,130,16,0,8,4
1,4,130,16,0,8,4
1,6,130,16,0,8,4
1,6,130,16,0,8,4
1,5,130,16,0,7,4
1,5,130,16,0,7,4
6,10,130,16,0,7,4
6,9,130,16,0,7,2
2,9,130,14,0,7,3
2,10,130,6,0,7,2
2,9,130,14,0,7,2
1,9,130,16,0,6,4
1,9,130,16,0,6,4
6,9,130,16,0,5,4
1,9,130,16,0,5,4
1,9,130,16,0,5,4
6,6,130,16,0,7,2
6,5,130,16,0,7,3
1,4,130,16,0,7,4
6,8,130,16,0,7,3
6,10,130,16,0,7,2
6,9,130,16,0,7,3
6,10,130,16,0,7,2
2,10,130,11,0,7,3
1,8,130,16,0,7,4
1,8,130,16,0,7,4
2,9,130,14,0,7,2
1,9,130,13,0,7,2
6,10,130,16,0,7,2
6,10,130,8,0,7,4
6,10,130,8,0,7,4
6,9,130,14,0,7,4
6,9,130,14,0,7,4
6,9,130,16,0,7,2
6,10,130,24,0,7,4
6,9,130,13,0,7,4
1,10,130,10,0,6,2
1,10,130,8,0,7,3
6,6,130,16,0,7,2
6,7,130,16,0,8,4
6,7,130,16,0,8,4
1,6,130,16,0,8,4
1,6,130,16,0,8,4
1,5,130,16,0,8,2
6,4,130,16,0,8,3
6,4,130,16,0,8,2
1,3,130,16,0,8,3
6,10,130,13,0,6,4
1,5,130,16,0,7,2
1,5,130,16,0,7,2
6,5,130,16,0,7,3
1,10,130,16,0,6,2
6,8,130,16,0,6,2
1,7,130,16,0,7,3
1,5,130,16,0,7,2
6,6,130,16,0,8,4
6,6,130,16,0,8,4
6,7,130,16,0,6,4
6,7,130,16,0,6,4
2,10,130,10,0,7,2
2,10,130,10,0,7,2
2,10,130,3,0,7,2
2,10,130,10,0,7,2
6,5,130,16,0,7,4
6,5,130,16,0,7,4
1,9,130,16,0,5,2
1,7,130,16,0,7,4
1,7,130,16,0,7,4
1,10,130,11,0,6,4
1,10,130,11,0,6,4
6,6,130,16,0,8,4
6,5,130,16,0,8,3
1,10,130,10,0,7,2
6,8,130,16,0,7,3
6,6,130,16,0,8,4
6,6,130,16,0,8,4
6,5,130,14,0,8,2
1,4,130,16,0,8,2
1,6,130,16,0,8,2
2,10,130,8,0,7,2
2,10,130,11,0,7,4
2,10,130,11,0,7,4
2,10,130,11,0,7,4
2,10,130,11,0,7,4
2,10,130,6,0,7,2
6,10,130,13,0,7,2
2,10,130,4,0,7,2
6,10,130,16,0,6,4
6,10,130,16,0,6,4
6,9,130,16,0,7,2
6,10,130,16,0,7,2
2,9,130,10,0,7,3
2,9,130,16,0,7,2
2,9,130,16,0,7,2
6,8,130,11,0,8,2
6,8,130,11,0,8,3
2,9,130,5,0,7,3
2,10,130,11,0,7,2
6,10,130,11,0,7,2
6,10,130,8,0,7,2
6,9,130,16,0,7,4
6,9,130,16,0,7,2
1,6,130,16,0,7,4
1,6,130,16,0,7,4
6,7,130,16,0,7,4
1,9,130,13,0,6,2
6,7,130,16,0,8,4
6,7,130,16,0,8,4
6,8,130,16,0,8,4
6,8,130,16,0,8,4
1,7,130,16,0,8,4
1,7,130,16,0,8,4
6,7,130,16,0,8,2
6,7,130,16,0,8,2
1,9,130,16,0,7,2
1,7,130,13,0,8,2
1,6,130,16,0,8,4
1,7,130,16,0,8,3
6,7,130,16,0,8,4
6,7,130,16,0,8,4
6,6,130,16,0,9,4
6,6,130,16,0,9,4
1,5,130,16,0,9,2
1,7,130,16,0,8,4
6,9,130,16,0,8,3
6,9,130,16,0,8,4
6,7,130,16,0,6,2
6,7,130,16,0,6,2
1,9,130,8,0,6,4
1,9,130,8,0,6,4
2,10,130,16,0,7,4
2,10,130,16,0,7,4
1,9,130,16,0,6,4
1,4,129,16,0,8,2
1,3,129,16,0,5,2
6,6,129,16,0,4,2
6,4,129,16,0,6,2
1,5,129,16,0,5,2
6,9,129,16,0,5,2
6,5,129,16,0,4,2
1,10,129,5,0,5,2
1,8,129,16,0,6,2
2,5,129,16,0,8,2
6,5,129,16,0,6,2
6,5,129,16,0,8,2
6,5,129,16,0,8,2
6,6,129,16,0,8,2
1,8,129,16,0,4,2
2,10,129,10,0,6,2
2,9,129,14,0,5,2
6,9,129,16,0,7,2
6,9,129,16,0,5,2
6,9,130,16,0,4,2
6,6,129,16,0,8,2
1,8,129,16,0,7,2
6,7,129,16,0,4,2
